Age,Year,Population
6,1876,45512
7,1876,44328
8,1876,40115
9,1876,44680
10,1876,48653
11,1876,47954
12,1876,48330
13,1876,47434
14,1876,45899
15,1876,43316
16,1876,45711
17,1876,45235
18,1876,44287
19,1876,40027
20,1876,37897
21,1876,37121
22,1876,39038
23,1876,34994
24,1876,32339
25,1876,33494
26,1876,33344
27,1876,34030
28,1876,31230
29,1876,29145
30,1876,28404
31,1876,30239
32,1876,31209
33,1876,29122
34,1876,30061
35,1876,28260
36,1876,29100
37,1876,26788
38,1876,25694
39,1876,26296
40,1876,27332
41,1876,28208
42,1876,28391
43,1876,27902
44,1876,24919
45,1876,23430
46,1876,24961
47,1876,25827
48,1876,24529
49,1876,22455
50,1876,25105
51,1876,25698
52,1876,23822
53,1876,24654
54,1876,23571
55,1876,21924
56,1876,20050
57,1876,18854
58,1876,19069
59,1876,17885
60,1876,18351
61,1876,17449
62,1876,15076
63,1876,12750
64,1876,14413
65,1876,14488
66,1876,12869
67,1876,9804
68,1876,9838
69,1876,10070
70,1876,9038
71,1876,9030
72,1876,8591
73,1876,7752
74,1876,7591
75,1876,5915
76,1876,4845
77,1876,5313
78,1876,4713
79,1876,4077
80,1876,3823
81,1876,3002
82,1876,2606
83,1876,2164
84,1876,1951
85,1876,1339
86,1876,1046
87,1876,688
88,1876,663
89,1876,277
90,1876,801
91,1876,0
92,1876,0
93,1876,0
94,1876,0
95,1876,0
96,1876,0
97,1876,0
98,1876,0
99,1876,0
100,1876,0
101,1876,0
102,1876,0
103,1876,0
104,1876,0
105,1876,0
106,1876,0
107,1876,0
108,1876,0
109,1876,0
0,1877,61639
1,1877,56323
2,1877,54121
3,1877,51510
4,1877,50887
5,1877,48419
6,1877,49561
7,1877,44978
8,1877,43949
9,1877,39804
10,1877,44404
11,1877,48413
12,1877,47734
13,1877,48128
14,1877,47233
15,1877,45696
16,1877,43103
17,1877,45464
18,1877,44936
19,1877,43969
20,1877,39707
21,1877,37597
22,1877,36841
23,1877,38776
24,1877,34736
25,1877,32062
26,1877,33219
27,1877,33085
28,1877,33763
29,1877,30974
30,1877,28942
31,1877,28206
32,1877,30026
33,1877,30989
34,1877,28913
35,1877,29849
36,1877,28018
37,1877,28866
38,1877,26566
39,1877,25470
40,1877,26081
41,1877,27135
42,1877,27983
43,1877,28147
44,1877,27680
45,1877,24715
46,1877,23224
47,1877,24751
48,1877,25605
49,1877,24303
50,1877,22224
51,1877,24849
52,1877,25424
53,1877,23525
54,1877,24347
55,1877,23258
56,1877,21616
57,1877,19756
58,1877,18533
59,1877,18713
60,1877,17521
61,1877,17967
62,1877,17055
63,1877,14712
64,1877,12390
65,1877,14008
66,1877,14004
67,1877,12383
68,1877,9405
69,1877,9430
70,1877,9613
71,1877,8573
72,1877,8548
73,1877,8096
74,1877,7250
75,1877,7079
76,1877,5407
77,1877,4348
78,1877,4837
79,1877,4246
80,1877,3599
81,1877,3371
82,1877,2596
83,1877,2224
84,1877,1812
85,1877,1634
86,1877,1070
87,1877,834
88,1877,511
89,1877,523
90,1877,691
91,1877,0
92,1877,0
93,1877,0
94,1877,0
95,1877,0
96,1877,0
97,1877,0
98,1877,0
99,1877,0
100,1877,0
101,1877,0
102,1877,0
103,1877,0
104,1877,0
105,1877,0
106,1877,0
107,1877,0
108,1877,0
109,1877,0
0,1878,59375
1,1878,58095
2,1878,54404
3,1878,52680
4,1878,50440
5,1878,50044
6,1878,47732
7,1878,48999
8,1878,44508
9,1878,43568
10,1878,39506
11,1878,44132
12,1878,48141
13,1878,47473
14,1878,47870
15,1878,46972
16,1878,45404
17,1878,42772
18,1878,45094
19,1878,44519
20,1878,43521
21,1878,39299
22,1878,37253
23,1878,36523
24,1878,38446
25,1878,34402
26,1878,31760
27,1878,32942
28,1878,32815
29,1878,33505
30,1878,30730
31,1878,28686
32,1878,27968
33,1878,29805
34,1878,30741
35,1878,28664
36,1878,29606
37,1878,27786
38,1878,28644
39,1878,26340
40,1878,25258
41,1878,25857
42,1878,26901
43,1878,27750
44,1878,27917
45,1878,27455
46,1878,24490
47,1878,22994
48,1878,24504
49,1878,25350
50,1878,24058
51,1878,21991
52,1878,24585
53,1878,25137
54,1878,23223
55,1878,24026
56,1878,22930
57,1878,21279
58,1878,19446
59,1878,18228
60,1878,18378
61,1878,17164
62,1878,17580
63,1878,16638
64,1878,14314
65,1878,12003
66,1878,13599
67,1878,13549
68,1878,11929
69,1878,9031
70,1878,9039
71,1878,9167
72,1878,8096
73,1878,8053
74,1878,7584
75,1878,6723
76,1878,6564
77,1878,4911
78,1878,3881
79,1878,4369
80,1878,3764
81,1878,3138
82,1878,2949
83,1878,2225
84,1878,1871
85,1878,1472
86,1878,1367
87,1878,859
88,1878,644
89,1878,352
90,1878,815
91,1878,0
92,1878,0
93,1878,0
94,1878,0
95,1878,0
96,1878,0
97,1878,0
98,1878,0
99,1878,0
100,1878,0
101,1878,0
102,1878,0
103,1878,0
104,1878,0
105,1878,0
106,1878,0
107,1878,0
108,1878,0
109,1878,0
0,1879,62588
1,1879,56340
2,1879,56420
3,1879,53092
4,1879,51689
5,1879,49659
6,1879,49395
7,1879,47187
8,1879,48529
9,1879,44108
10,1879,43252
11,1879,39232
12,1879,43860
13,1879,47882
14,1879,47234
15,1879,47597
16,1879,46630
17,1879,45008
18,1879,42327
19,1879,44608
20,1879,43996
21,1879,42974
22,1879,38762
23,1879,36769
24,1879,36080
25,1879,38006
26,1879,33991
27,1879,31405
28,1879,32581
29,1879,32450
30,1879,33169
31,1879,30403
32,1879,28388
33,1879,27704
34,1879,29532
35,1879,30449
36,1879,28383
37,1879,29340
38,1879,27540
39,1879,28386
40,1879,26077
41,1879,25014
42,1879,25614
43,1879,26655
44,1879,27501
45,1879,27663
46,1879,27190
47,1879,24253
48,1879,22768
49,1879,24247
50,1879,25070
51,1879,23784
52,1879,21738
53,1879,24284
54,1879,24793
55,1879,22896
56,1879,23698
57,1879,22569
58,1879,20915
59,1879,19109
60,1879,17874
61,1879,17999
62,1879,16762
63,1879,17144
64,1879,16184
65,1879,13882
66,1879,11586
67,1879,13131
68,1879,13052
69,1879,11465
70,1879,8595
71,1879,8585
72,1879,8696
73,1879,7610
74,1879,7518
75,1879,7034
76,1879,6179
77,1879,6039
78,1879,4409
79,1879,3409
80,1879,3925
81,1879,3325
82,1879,2716
83,1879,2544
84,1879,1862
85,1879,1564
86,1879,1188
87,1879,1115
88,1879,654
89,1879,472
90,1879,745
91,1879,0
92,1879,0
93,1879,0
94,1879,0
95,1879,0
96,1879,0
97,1879,0
98,1879,0
99,1879,0
100,1879,0
101,1879,0
102,1879,0
103,1879,0
104,1879,0
105,1879,0
106,1879,0
107,1879,0
108,1879,0
109,1879,0
0,1880,59630
1,1880,58476
2,1880,54055
3,1880,54433
4,1880,51354
5,1880,50415
6,1880,48190
7,1880,47933
8,1880,46304
9,1880,47560
10,1880,44185
11,1880,43084
12,1880,39108
13,1880,43620
14,1880,47551
15,1880,46911
16,1880,46932
17,1880,45945
18,1880,43902
19,1880,41152
20,1880,43130
21,1880,42567
22,1880,41363
23,1880,37405
24,1880,35416
25,1880,34797
26,1880,36700
27,1880,33099
28,1880,30609
29,1880,31829
30,1880,32014
31,1880,32745
32,1880,30126
33,1880,28362
34,1880,27521
35,1880,29060
36,1880,30191
37,1880,28425
38,1880,28924
39,1880,27201
40,1880,27936
41,1880,25940
42,1880,24778
43,1880,25317
44,1880,26348
45,1880,27110
46,1880,27281
47,1880,26863
48,1880,24002
49,1880,22235
50,1880,23885
51,1880,24539
52,1880,23382
53,1880,21387
54,1880,23869
55,1880,24239
56,1880,22554
57,1880,23016
58,1880,22005
59,1880,20467
60,1880,18592
61,1880,17365
62,1880,17299
63,1880,16166
64,1880,16495
65,1880,15533
66,1880,13342
67,1880,11276
68,1880,12443
69,1880,12267
70,1880,10678
71,1880,8097
72,1880,7970
73,1880,7982
74,1880,7111
75,1880,6842
76,1880,6370
77,1880,5614
78,1880,5254
79,1880,4141
80,1880,3357
81,1880,3261
82,1880,2859
83,1880,2360
84,1880,2016
85,1880,1541
86,1880,1241
87,1880,981
88,1880,831
89,1880,546
90,1880,388
91,1880,238
92,1880,176
93,1880,115
94,1880,73
95,1880,228
96,1880,0
97,1880,0
98,1880,0
99,1880,0
100,1880,0
101,1880,0
102,1880,0
103,1880,0
104,1880,0
105,1880,0
106,1880,0
107,1880,0
108,1880,0
109,1880,0
0,1881,59325
1,1881,56326
2,1881,56423
3,1881,52456
4,1881,53149
5,1881,50334
6,1881,49584
7,1881,47458
8,1881,47315
9,1881,45758
10,1881,47040
11,1881,43712
12,1881,42660
13,1881,38724
14,1881,43253
15,1881,47107
16,1881,46337
17,1881,46195
18,1881,45066
19,1881,42933
20,1881,40154
21,1881,42065
22,1881,41450
23,1881,40276
24,1881,36393
25,1881,34530
26,1881,33962
27,1881,35890
28,1881,32352
29,1881,29934
30,1881,31206
31,1881,31411
32,1881,32183
33,1881,29614
34,1881,27908
35,1881,27106
36,1881,28641
37,1881,29773
38,1881,28032
39,1881,28527
40,1881,26795
41,1881,27564
42,1881,25600
43,1881,24462
44,1881,25008
45,1881,26004
46,1881,26755
47,1881,26935
48,1881,26531
49,1881,23701
50,1881,21936
51,1881,23567
52,1881,24191
53,1881,23052
54,1881,21054
55,1881,23494
56,1881,23846
57,1881,22147
58,1881,22607
59,1881,21583
60,1881,20022
61,1881,18155
62,1881,16931
63,1881,16836
64,1881,15677
65,1881,15986
66,1881,14995
67,1881,12815
68,1881,10779
69,1881,11905
70,1881,11681
71,1881,10139
72,1881,7613
73,1881,7460
74,1881,7431
75,1881,6557
76,1881,6282
77,1881,5788
78,1881,5040
79,1881,4722
80,1881,3640
81,1881,2863
82,1881,2783
83,1881,2408
84,1881,1937
85,1881,1655
86,1881,1240
87,1881,972
88,1881,744
89,1881,637
90,1881,1168
91,1881,0
92,1881,0
93,1881,0
94,1881,0
95,1881,0
96,1881,0
97,1881,0
98,1881,0
99,1881,0
100,1881,0
101,1881,0
102,1881,0
103,1881,0
104,1881,0
105,1881,0
106,1881,0
107,1881,0
108,1881,0
109,1881,0
0,1882,59607
1,1882,55805
2,1882,54253
3,1882,54752
4,1882,51096
5,1882,52042
6,1882,49380
7,1882,48722
8,1882,46738
9,1882,46675
10,1882,45198
11,1882,46553
12,1882,43236
13,1882,42221
14,1882,38315
15,1882,42791
16,1882,46491
17,1882,45526
18,1882,45235
19,1882,43987
20,1882,41818
21,1882,39047
22,1882,40904
23,1882,40283
24,1882,39157
25,1882,35352
26,1882,33608
27,1882,33110
28,1882,35084
29,1882,31640
30,1882,29325
31,1882,30625
32,1882,30857
33,1882,31647
34,1882,29114
35,1882,27472
36,1882,26660
37,1882,28214
38,1882,29374
39,1882,27621
40,1882,28106
41,1882,26393
42,1882,27180
43,1882,25244
44,1882,24148
45,1882,24688
46,1882,25659
47,1882,26401
48,1882,26574
49,1882,26188
50,1882,23383
51,1882,21622
52,1882,23236
53,1882,23807
54,1882,22649
55,1882,20671
56,1882,23096
57,1882,23426
58,1882,21727
59,1882,22170
60,1882,21147
61,1882,19570
62,1882,17693
63,1882,16484
64,1882,16366
65,1882,15169
66,1882,15457
67,1882,14476
68,1882,12335
69,1882,10322
70,1882,11407
71,1882,11131
72,1882,9619
73,1882,7156
74,1882,6980
75,1882,6926
76,1882,6055
77,1882,5773
78,1882,5267
79,1882,4532
80,1882,4257
81,1882,3211
82,1882,2473
83,1882,2402
84,1882,2043
85,1882,1597
86,1882,1351
87,1882,994
88,1882,775
89,1882,580
90,1882,1321
91,1882,0
92,1882,0
93,1882,0
94,1882,0
95,1882,0
96,1882,0
97,1882,0
98,1882,0
99,1882,0
100,1882,0
101,1882,0
102,1882,0
103,1882,0
104,1882,0
105,1882,0
106,1882,0
107,1882,0
108,1882,0
109,1882,0
0,1883,59386
1,1883,56562
2,1883,54057
3,1883,52781
4,1883,53536
5,1883,50147
6,1883,51246
7,1883,48673
8,1883,48139
9,1883,46249
10,1883,46249
11,1883,44805
12,1883,46174
13,1883,42908
14,1883,41917
15,1883,37981
16,1883,42329
17,1883,45864
18,1883,44767
19,1883,44401
20,1883,43147
21,1883,40982
22,1883,38226
23,1883,40083
24,1883,39463
25,1883,38388
26,1883,34688
27,1883,33036
28,1883,32575
29,1883,34563
30,1883,31171
31,1883,28926
32,1883,30233
33,1883,30479
34,1883,31290
35,1883,28763
36,1883,27145
37,1883,26352
38,1883,27901
39,1883,29059
40,1883,27325
41,1883,27805
42,1883,26084
43,1883,26874
44,1883,24967
45,1883,23889
46,1883,24406
47,1883,25345
48,1883,26065
49,1883,26243
50,1883,25862
51,1883,23069
52,1883,21325
53,1883,22932
54,1883,23464
55,1883,22301
56,1883,20321
57,1883,22709
58,1883,23036
59,1883,21314
60,1883,21713
61,1883,20686
62,1883,19108
63,1883,17243
64,1883,16022
65,1883,15874
66,1883,14657
67,1883,14921
68,1883,13953
69,1883,11841
70,1883,9822
71,1883,10851
72,1883,10547
73,1883,9073
74,1883,6668
75,1883,6463
76,1883,6401
77,1883,5550
78,1883,5243
79,1883,4728
80,1883,4015
81,1883,3783
82,1883,2778
83,1883,2089
84,1883,2037
85,1883,1691
86,1883,1272
87,1883,1069
88,1883,768
89,1883,594
90,1883,1376
91,1883,0
92,1883,0
93,1883,0
94,1883,0
95,1883,0
96,1883,0
97,1883,0
98,1883,0
99,1883,0
100,1883,0
101,1883,0
102,1883,0
103,1883,0
104,1883,0
105,1883,0
106,1883,0
107,1883,0
108,1883,0
109,1883,0
0,1884,62266
1,1884,56450
2,1884,55022
3,1884,52848
4,1884,51780
5,1884,52715
6,1884,49492
7,1884,50686
8,1884,48201
9,1884,47734
10,1884,45890
11,1884,45939
12,1884,44524
13,1884,45920
14,1884,42631
15,1884,41578
16,1884,37566
17,1884,41805
18,1884,45200
19,1884,44030
20,1884,43646
21,1884,42399
22,1884,40256
23,1884,37545
24,1884,39475
25,1884,38894
26,1884,37848
27,1884,34203
28,1884,32612
29,1884,32189
30,1884,34174
31,1884,30820
32,1884,28630
33,1884,29936
34,1884,30180
35,1884,30987
36,1884,28467
37,1884,26872
38,1884,26092
39,1884,27626
40,1884,28772
41,1884,27045
42,1884,27539
43,1884,25810
44,1884,26587
45,1884,24708
46,1884,23651
47,1884,24151
48,1884,25081
49,1884,25781
50,1884,25943
51,1884,25580
52,1884,22797
53,1884,21037
54,1884,22607
55,1884,23133
56,1884,21982
57,1884,19969
58,1884,22321
59,1884,22625
60,1884,20880
61,1884,21272
62,1884,20214
63,1884,18599
64,1884,16760
65,1884,15552
66,1884,15363
67,1884,14129
68,1884,14363
69,1884,13364
70,1884,11280
71,1884,9299
72,1884,10289
73,1884,9920
74,1884,8474
75,1884,6158
76,1884,5961
77,1884,5857
78,1884,4999
79,1884,4681
80,1884,4157
81,1884,3493
82,1884,3298
83,1884,2337
84,1884,1713
85,1884,1707
86,1884,1389
87,1884,991
88,1884,835
89,1884,579
90,1884,1350
91,1884,0
92,1884,0
93,1884,0
94,1884,0
95,1884,0
96,1884,0
97,1884,0
98,1884,0
99,1884,0
100,1884,0
101,1884,0
102,1884,0
103,1884,0
104,1884,0
105,1884,0
106,1884,0
107,1884,0
108,1884,0
109,1884,0
0,1885,61604
1,1885,59209
2,1885,54771
3,1885,53753
4,1885,51888
5,1885,50993
6,1885,52056
7,1885,48977
8,1885,50271
9,1885,47819
10,1885,47409
11,1885,45616
12,1885,45663
13,1885,44238
14,1885,45618
15,1885,42292
16,1885,41159
17,1885,37050
18,1885,41186
19,1885,44406
20,1885,43164
21,1885,42861
22,1885,41673
23,1885,39581
24,1885,36956
25,1885,38924
26,1885,38357
27,1885,37362
28,1885,33782
29,1885,32258
30,1885,31837
31,1885,33795
32,1885,30484
33,1885,28334
34,1885,29638
35,1885,29870
36,1885,30685
37,1885,28194
38,1885,26595
39,1885,25813
40,1885,27351
41,1885,28493
42,1885,26791
43,1885,27307
44,1885,25566
45,1885,26339
46,1885,24454
47,1885,23405
48,1885,23906
49,1885,24812
50,1885,25487
51,1885,25643
52,1885,25285
53,1885,22506
54,1885,20739
55,1885,22293
56,1885,22797
57,1885,21631
58,1885,19604
59,1885,21914
60,1885,22174
61,1885,20400
62,1885,20782
63,1885,19692
64,1885,18063
65,1885,16246
66,1885,15019
67,1885,14794
68,1885,13559
69,1885,13790
70,1885,12771
71,1885,10727
72,1885,8753
73,1885,9645
74,1885,9260
75,1885,7871
76,1885,5579
77,1885,5421
78,1885,5314
79,1885,4426
80,1885,4146
81,1885,3657
82,1885,3011
83,1885,2849
84,1885,1927
85,1885,1349
86,1885,1386
87,1885,1105
88,1885,761
89,1885,645
90,1885,1322
91,1885,0
92,1885,0
93,1885,0
94,1885,0
95,1885,0
96,1885,0
97,1885,0
98,1885,0
99,1885,0
100,1885,0
101,1885,0
102,1885,0
103,1885,0
104,1885,0
105,1885,0
106,1885,0
107,1885,0
108,1885,0
109,1885,0
0,1886,63058
1,1886,58650
2,1886,57665
3,1886,53632
4,1886,52865
5,1886,51152
6,1886,50391
7,1886,51537
8,1886,48537
9,1886,49899
10,1886,47490
11,1886,47088
12,1886,45303
13,1886,45387
14,1886,43933
15,1886,45214
16,1886,41778
17,1886,40522
18,1886,36309
19,1886,40351
20,1886,43486
21,1886,42217
22,1886,41936
23,1886,40841
24,1886,38870
25,1886,36284
26,1886,38280
27,1886,37768
28,1886,36811
29,1886,33280
30,1886,31808
31,1886,31410
32,1886,33382
33,1886,30118
34,1886,28012
35,1886,29327
36,1886,29551
37,1886,30376
38,1886,27902
39,1886,26321
40,1886,25561
41,1886,27085
42,1886,28215
43,1886,26525
44,1886,27039
45,1886,25287
46,1886,26076
47,1886,24219
48,1886,23165
49,1886,23648
50,1886,24560
51,1886,25218
52,1886,25343
53,1886,24975
54,1886,22217
55,1886,20468
56,1886,21981
57,1886,22428
58,1886,21272
59,1886,19246
60,1886,21493
61,1886,21715
62,1886,19940
63,1886,20312
64,1886,19188
65,1886,17555
66,1886,15745
67,1886,14479
68,1886,14266
69,1886,13017
70,1886,13181
71,1886,12172
72,1886,10163
73,1886,8191
74,1886,9059
75,1886,8647
76,1886,7300
77,1886,5068
78,1886,4891
79,1886,4778
80,1886,3934
81,1886,3671
82,1886,3183
83,1886,2564
84,1886,2461
85,1886,1603
86,1886,1073
87,1886,1128
88,1886,866
89,1886,557
90,1886,1380
91,1886,0
92,1886,0
93,1886,0
94,1886,0
95,1886,0
96,1886,0
97,1886,0
98,1886,0
99,1886,0
100,1886,0
101,1886,0
102,1886,0
103,1886,0
104,1886,0
105,1886,0
106,1886,0
107,1886,0
108,1886,0
109,1886,0
0,1887,63400
1,1887,60156
2,1887,57021
3,1887,56411
4,1887,52650
5,1887,52076
6,1887,50490
7,1887,49819
8,1887,51042
9,1887,48080
10,1887,49474
11,1887,47116
12,1887,46752
13,1887,44967
14,1887,45038
15,1887,43463
16,1887,44521
17,1887,40857
18,1887,39451
19,1887,35152
20,1887,39069
21,1887,42114
22,1887,40866
23,1887,40676
24,1887,39690
25,1887,37798
26,1887,35317
27,1887,37426
28,1887,36987
29,1887,36086
30,1887,32632
31,1887,31257
32,1887,30923
33,1887,32935
34,1887,29711
35,1887,27636
36,1887,28969
37,1887,29197
38,1887,30032
39,1887,27565
40,1887,26004
41,1887,25261
42,1887,26785
43,1887,27915
44,1887,26228
45,1887,26759
46,1887,25008
47,1887,25794
48,1887,23956
49,1887,22920
50,1887,23384
51,1887,24273
52,1887,24940
53,1887,25042
54,1887,24632
55,1887,21883
56,1887,20137
57,1887,21645
58,1887,22072
59,1887,20905
60,1887,18874
61,1887,21057
62,1887,21233
63,1887,19454
64,1887,19803
65,1887,18679
66,1887,17045
67,1887,15227
68,1887,13955
69,1887,13716
70,1887,12430
71,1887,12587
72,1887,11600
73,1887,9614
74,1887,7664
75,1887,8497
76,1887,8043
77,1887,6763
78,1887,4617
79,1887,4414
80,1887,4267
81,1887,3455
82,1887,3209
83,1887,2735
84,1887,2138
85,1887,2092
86,1887,1298
87,1887,812
88,1887,919
89,1887,683
90,1887,1345
91,1887,0
92,1887,0
93,1887,0
94,1887,0
95,1887,0
96,1887,0
97,1887,0
98,1887,0
99,1887,0
100,1887,0
101,1887,0
102,1887,0
103,1887,0
104,1887,0
105,1887,0
106,1887,0
107,1887,0
108,1887,0
109,1887,0
0,1888,62062
1,1888,60492
2,1888,58540
3,1888,55798
4,1888,55513
5,1888,51960
6,1888,51486
7,1888,49987
8,1888,49357
9,1888,50609
10,1888,47683
11,1888,49093
12,1888,46760
13,1888,46410
14,1888,44559
15,1888,44469
16,1888,42704
17,1888,43463
18,1888,39597
19,1888,38187
20,1888,33997
21,1888,37705
22,1888,40707
23,1888,39538
24,1888,39514
25,1888,38582
26,1888,36877
27,1888,34540
28,1888,36613
29,1888,36272
30,1888,35435
31,1888,32120
32,1888,30797
33,1888,30483
34,1888,32474
35,1888,29290
36,1888,27244
37,1888,28615
38,1888,28837
39,1888,29667
40,1888,27245
41,1888,25691
42,1888,24959
43,1888,26473
44,1888,27596
45,1888,25932
46,1888,26454
47,1888,24707
48,1888,25493
49,1888,23670
50,1888,22652
51,1888,23086
52,1888,23959
53,1888,24601
54,1888,24684
55,1888,24279
56,1888,21539
57,1888,19785
58,1888,21280
59,1888,21672
60,1888,20477
61,1888,18444
62,1888,20610
63,1888,20751
64,1888,18942
65,1888,19255
66,1888,18103
67,1888,16456
68,1888,14650
69,1888,13382
70,1888,13117
71,1888,11811
72,1888,11929
73,1888,10934
74,1888,8995
75,1888,7080
76,1888,7888
77,1888,7381
78,1888,6156
79,1888,4109
80,1888,3920
81,1888,3739
82,1888,2970
83,1888,2768
84,1888,2316
85,1888,1754
86,1888,1726
87,1888,981
88,1888,572
89,1888,731
90,1888,1413
91,1888,0
92,1888,0
93,1888,0
94,1888,0
95,1888,0
96,1888,0
97,1888,0
98,1888,0
99,1888,0
100,1888,0
101,1888,0
102,1888,0
103,1888,0
104,1888,0
105,1888,0
106,1888,0
107,1888,0
108,1888,0
109,1888,0
0,1889,59709
1,1889,59315
2,1889,59139
3,1889,57474
4,1889,54962
5,1889,54862
6,1889,51436
7,1889,51009
8,1889,49586
9,1889,48987
10,1889,50245
11,1889,47324
12,1889,48753
13,1889,46479
14,1889,46096
15,1889,44065
16,1889,43749
17,1889,41831
18,1889,42442
19,1889,38607
20,1889,37222
21,1889,33088
22,1889,36790
23,1889,39766
24,1889,38664
25,1889,38733
26,1889,37847
27,1889,36216
28,1889,33947
29,1889,36045
30,1889,35769
31,1889,34972
32,1889,31692
33,1889,30406
34,1889,30109
35,1889,32138
36,1889,28962
37,1889,26941
38,1889,28305
39,1889,28535
40,1889,29366
41,1889,26961
42,1889,25420
43,1889,24713
44,1889,26199
45,1889,27314
46,1889,25648
47,1889,26189
48,1889,24454
49,1889,25227
50,1889,23400
51,1889,22387
52,1889,22824
53,1889,23649
54,1889,24278
55,1889,24304
56,1889,23888
57,1889,21206
58,1889,19439
59,1889,20906
60,1889,21254
61,1889,20031
62,1889,17996
63,1889,20116
64,1889,20213
65,1889,18370
66,1889,18646
67,1889,17481
68,1889,15852
69,1889,14085
70,1889,12780
71,1889,12458
72,1889,11178
73,1889,11279
74,1889,10274
75,1889,8391
76,1889,6495
77,1889,7255
78,1889,6734
79,1889,5585
80,1889,3604
81,1889,3427
82,1889,3272
83,1889,2538
84,1889,2351
85,1889,1939
86,1889,1426
87,1889,1421
88,1889,726
89,1889,376
90,1889,1497
91,1889,0
92,1889,0
93,1889,0
94,1889,0
95,1889,0
96,1889,0
97,1889,0
98,1889,0
99,1889,0
100,1889,0
101,1889,0
102,1889,0
103,1889,0
104,1889,0
105,1889,0
106,1889,0
107,1889,0
108,1889,0
109,1889,0
0,1890,59936
1,1890,56755
2,1890,57274
3,1890,57664
4,1890,55925
5,1890,54116
6,1890,53768
7,1890,50952
8,1890,50216
9,1890,48831
10,1890,48864
11,1890,50006
12,1890,47363
13,1890,48517
14,1890,46309
15,1890,45650
16,1890,43513
17,1890,42841
18,1890,40555
19,1890,40892
20,1890,37333
21,1890,35763
22,1890,32119
23,1890,35399
24,1890,38111
25,1890,37406
26,1890,37739
27,1890,36916
28,1890,35570
29,1890,33522
30,1890,35554
31,1890,35598
32,1890,34958
33,1890,31814
34,1890,30330
35,1890,29917
36,1890,31863
37,1890,28847
38,1890,27006
39,1890,28057
40,1890,28306
41,1890,29081
42,1890,26928
43,1890,25248
44,1890,24477
45,1890,26076
46,1890,27057
47,1890,25466
48,1890,25839
49,1890,24330
50,1890,24964
51,1890,23006
52,1890,22171
53,1890,22571
54,1890,23357
55,1890,23819
56,1890,23904
57,1890,23463
58,1890,20809
59,1890,19239
60,1890,20424
61,1890,20749
62,1890,19495
63,1890,17694
64,1890,19454
65,1890,19445
66,1890,17874
67,1890,18028
68,1890,16793
69,1890,15358
70,1890,13411
71,1890,12226
72,1890,11690
73,1890,10596
74,1890,10514
75,1890,9493
76,1890,7785
77,1890,6179
78,1890,6501
79,1890,5984
80,1890,4925
81,1890,3410
82,1890,3034
83,1890,2763
84,1890,2238
85,1890,1879
86,1890,1561
87,1890,1307
88,1890,928
89,1890,670
90,1890,1506
91,1890,0
92,1890,0
93,1890,0
94,1890,0
95,1890,0
96,1890,0
97,1890,0
98,1890,0
99,1890,0
100,1890,0
101,1890,0
102,1890,0
103,1890,0
104,1890,0
105,1890,0
106,1890,0
107,1890,0
108,1890,0
109,1890,0
0,1891,61030
1,1891,57075
2,1891,55172
3,1891,56055
4,1891,56634
5,1891,55101
6,1891,53477
7,1891,53219
8,1891,50495
9,1891,49786
10,1891,48436
11,1891,48476
12,1891,49648
13,1891,47017
14,1891,48128
15,1891,45690
16,1891,44830
17,1891,42498
18,1891,41608
19,1891,39327
20,1891,39615
21,1891,36264
22,1891,34767
