"Live births, stillbirths and infant mortality by sex, observations and year"

"sex";"Deaths in the first year of life per 1 000 live births 1860";"Deaths in the first year of life per 1 000 live births 1861";"Deaths in the first year of life per 1 000 live births 1862";"Deaths in the first year of life per 1 000 live births 1863";"Deaths in the first year of life per 1 000 live births 1864";"Deaths in the first year of life per 1 000 live births 1865";"Deaths in the first year of life per 1 000 live births 1866";"Deaths in the first year of life per 1 000 live births 1867";"Deaths in the first year of life per 1 000 live births 1868";"Deaths in the first year of life per 1 000 live births 1869";"Deaths in the first year of life per 1 000 live births 1870";"Deaths in the first year of life per 1 000 live births 1871";"Deaths in the first year of life per 1 000 live births 1872";"Deaths in the first year of life per 1 000 live births 1873";"Deaths in the first year of life per 1 000 live births 1874";"Deaths in the first year of life per 1 000 live births 1875";"Deaths in the first year of life per 1 000 live births 1876";"Deaths in the first year of life per 1 000 live births 1877";"Deaths in the first year of life per 1 000 live births 1878";"Deaths in the first year of life per 1 000 live births 1879";"Deaths in the first year of life per 1 000 live births 1880";"Deaths in the first year of life per 1 000 live births 1881";"Deaths in the first year of life per 1 000 live births 1882";"Deaths in the first year of life per 1 000 live births 1883";"Deaths in the first year of life per 1 000 live births 1884";"Deaths in the first year of life per 1 000 live births 1885";"Deaths in the first year of life per 1 000 live births 1886";"Deaths in the first year of life per 1 000 live births 1887";"Deaths in the first year of life per 1 000 live births 1888";"Deaths in the first year of life per 1 000 live births 1889";"Deaths in the first year of life per 1 000 live births 1890";"Deaths in the first year of life per 1 000 live births 1891";"Deaths in the first year of life per 1 000 live births 1892";"Deaths in the first year of life per 1 000 live births 1893";"Deaths in the first year of life per 1 000 live births 1894";"Deaths in the first year of life per 1 000 live births 1895";"Deaths in the first year of life per 1 000 live births 1896";"Deaths in the first year of life per 1 000 live births 1897";"Deaths in the first year of life per 1 000 live births 1898";"Deaths in the first year of life per 1 000 live births 1899";"Deaths in the first year of life per 1 000 live births 1900";"Deaths in the first year of life per 1 000 live births 1901";"Deaths in the first year of life per 1 000 live births 1902";"Deaths in the first year of life per 1 000 live births 1903";"Deaths in the first year of life per 1 000 live births 1904";"Deaths in the first year of life per 1 000 live births 1905";"Deaths in the first year of life per 1 000 live births 1906";"Deaths in the first year of life per 1 000 live births 1907";"Deaths in the first year of life per 1 000 live births 1908";"Deaths in the first year of life per 1 000 live births 1909";"Deaths in the first year of life per 1 000 live births 1910";"Deaths in the first year of life per 1 000 live births 1911";"Deaths in the first year of life per 1 000 live births 1912";"Deaths in the first year of life per 1 000 live births 1913";"Deaths in the first year of life per 1 000 live births 1914";"Deaths in the first year of life per 1 000 live births 1915";"Deaths in the first year of life per 1 000 live births 1916";"Deaths in the first year of life per 1 000 live births 1917";"Deaths in the first year of life per 1 000 live births 1918";"Deaths in the first year of life per 1 000 live births 1919";"Deaths in the first year of life per 1 000 live births 1920";"Deaths in the first year of life per 1 000 live births 1921";"Deaths in the first year of life per 1 000 live births 1922";"Deaths in the first year of life per 1 000 live births 1923";"Deaths in the first year of life per 1 000 live births 1924";"Deaths in the first year of life per 1 000 live births 1925";"Deaths in the first year of life per 1 000 live births 1926";"Deaths in the first year of life per 1 000 live births 1927";"Deaths in the first year of life per 1 000 live births 1928";"Deaths in the first year of life per 1 000 live births 1929";"Deaths in the first year of life per 1 000 live births 1930";"Deaths in the first year of life per 1 000 live births 1931";"Deaths in the first year of life per 1 000 live births 1932";"Deaths in the first year of life per 1 000 live births 1933";"Deaths in the first year of life per 1 000 live births 1934";"Deaths in the first year of life per 1 000 live births 1935";"Deaths in the first year of life per 1 000 live births 1936";"Deaths in the first year of life per 1 000 live births 1937";"Deaths in the first year of life per 1 000 live births 1938";"Deaths in the first year of life per 1 000 live births 1939";"Deaths in the first year of life per 1 000 live births 1940";"Deaths in the first year of life per 1 000 live births 1941";"Deaths in the first year of life per 1 000 live births 1942";"Deaths in the first year of life per 1 000 live births 1943";"Deaths in the first year of life per 1 000 live births 1944";"Deaths in the first year of life per 1 000 live births 1945";"Deaths in the first year of life per 1 000 live births 1946";"Deaths in the first year of life per 1 000 live births 1947";"Deaths in the first year of life per 1 000 live births 1948";"Deaths in the first year of life per 1 000 live births 1949";"Deaths in the first year of life per 1 000 live births 1950";"Deaths in the first year of life per 1 000 live births 1951";"Deaths in the first year of life per 1 000 live births 1952";"Deaths in the first year of life per 1 000 live births 1953";"Deaths in the first year of life per 1 000 live births 1954";"Deaths in the first year of life per 1 000 live births 1955";"Deaths in the first year of life per 1 000 live births 1956";"Deaths in the first year of life per 1 000 live births 1957";"Deaths in the first year of life per 1 000 live births 1958";"Deaths in the first year of life per 1 000 live births 1959";"Deaths in the first year of life per 1 000 live births 1960";"Deaths in the first year of life per 1 000 live births 1961";"Deaths in the first year of life per 1 000 live births 1962";"Deaths in the first year of life per 1 000 live births 1963";"Deaths in the first year of life per 1 000 live births 1964";"Deaths in the first year of life per 1 000 live births 1965";"Deaths in the first year of life per 1 000 live births 1966";"Deaths in the first year of life per 1 000 live births 1967";"Deaths in the first year of life per 1 000 live births 1968";"Deaths in the first year of life per 1 000 live births 1969";"Deaths in the first year of life per 1 000 live births 1970";"Deaths in the first year of life per 1 000 live births 1971";"Deaths in the first year of life per 1 000 live births 1972";"Deaths in the first year of life per 1 000 live births 1973";"Deaths in the first year of life per 1 000 live births 1974";"Deaths in the first year of life per 1 000 live births 1975";"Deaths in the first year of life per 1 000 live births 1976";"Deaths in the first year of life per 1 000 live births 1977";"Deaths in the first year of life per 1 000 live births 1978";"Deaths in the first year of life per 1 000 live births 1979";"Deaths in the first year of life per 1 000 live births 1980";"Deaths in the first year of life per 1 000 live births 1981";"Deaths in the first year of life per 1 000 live births 1982";"Deaths in the first year of life per 1 000 live births 1983";"Deaths in the first year of life per 1 000 live births 1984";"Deaths in the first year of life per 1 000 live births 1985";"Deaths in the first year of life per 1 000 live births 1986";"Deaths in the first year of life per 1 000 live births 1987";"Deaths in the first year of life per 1 000 live births 1988";"Deaths in the first year of life per 1 000 live births 1989";"Deaths in the first year of life per 1 000 live births 1990";"Deaths in the first year of life per 1 000 live births 1991";"Deaths in the first year of life per 1 000 live births 1992";"Deaths in the first year of life per 1 000 live births 1993";"Deaths in the first year of life per 1 000 live births 1994";"Deaths in the first year of life per 1 000 live births 1995";"Deaths in the first year of life per 1 000 live births 1996";"Deaths in the first year of life per 1 000 live births 1997";"Deaths in the first year of life per 1 000 live births 1998";"Deaths in the first year of life per 1 000 live births 1999";"Deaths in the first year of life per 1 000 live births 2000";"Deaths in the first year of life per 1 000 live births 2001";"Deaths in the first year of life per 1 000 live births 2002";"Deaths in the first year of life per 1 000 live births 2003";"Deaths in the first year of life per 1 000 live births 2004";"Deaths in the first year of life per 1 000 live births 2005";"Deaths in the first year of life per 1 000 live births 2006";"Deaths in the first year of life per 1 000 live births 2007";"Deaths in the first year of life per 1 000 live births 2008";"Deaths in the first year of life per 1 000 live births 2009";"Deaths in the first year of life per 1 000 live births 2010";"Deaths in the first year of life per 1 000 live births 2011";"Deaths in the first year of life per 1 000 live births 2012";"Deaths in the first year of life per 1 000 live births 2013";"Deaths in the first year of life per 1 000 live births 2014";"Deaths in the first year of life per 1 000 live births 2015";"Deaths in the first year of life per 1 000 live births 2016";"Deaths in the first year of life per 1 000 live births 2017";"Deaths in the first year of life per 1 000 live births 2018";"Deaths in the first year of life per 1 000 live births 2019";"Deaths in the first year of life per 1 000 live births 2020";"Deaths in the first year of life per 1 000 live births 2021";"Deaths in the first year of life per 1 000 live births 2022";"Deaths in the first year of life per 1 000 live births 2023";"Deaths in the first year of life per 1 000 live births 2024";"Deaths during the first day of life per 1 000 live births 1860";"Deaths during the first day of life per 1 000 live births 1861";"Deaths during the first day of life per 1 000 live births 1862";"Deaths during the first day of life per 1 000 live births 1863";"Deaths during the first day of life per 1 000 live births 1864";"Deaths during the first day of life per 1 000 live births 1865";"Deaths during the first day of life per 1 000 live births 1866";"Deaths during the first day of life per 1 000 live births 1867";"Deaths during the first day of life per 1 000 live births 1868";"Deaths during the first day of life per 1 000 live births 1869";"Deaths during the first day of life per 1 000 live births 1870";"Deaths during the first day of life per 1 000 live births 1871";"Deaths during the first day of life per 1 000 live births 1872";"Deaths during the first day of life per 1 000 live births 1873";"Deaths during the first day of life per 1 000 live births 1874";"Deaths during the first day of life per 1 000 live births 1875";"Deaths during the first day of life per 1 000 live births 1876";"Deaths during the first day of life per 1 000 live births 1877";"Deaths during the first day of life per 1 000 live births 1878";"Deaths during the first day of life per 1 000 live births 1879";"Deaths during the first day of life per 1 000 live births 1880";"Deaths during the first day of life per 1 000 live births 1881";"Deaths during the first day of life per 1 000 live births 1882";"Deaths during the first day of life per 1 000 live births 1883";"Deaths during the first day of life per 1 000 live births 1884";"Deaths during the first day of life per 1 000 live births 1885";"Deaths during the first day of life per 1 000 live births 1886";"Deaths during the first day of life per 1 000 live births 1887";"Deaths during the first day of life per 1 000 live births 1888";"Deaths during the first day of life per 1 000 live births 1889";"Deaths during the first day of life per 1 000 live births 1890";"Deaths during the first day of life per 1 000 live births 1891";"Deaths during the first day of life per 1 000 live births 1892";"Deaths during the first day of life per 1 000 live births 1893";"Deaths during the first day of life per 1 000 live births 1894";"Deaths during the first day of life per 1 000 live births 1895";"Deaths during the first day of life per 1 000 live births 1896";"Deaths during the first day of life per 1 000 live births 1897";"Deaths during the first day of life per 1 000 live births 1898";"Deaths during the first day of life per 1 000 live births 1899";"Deaths during the first day of life per 1 000 live births 1900";"Deaths during the first day of life per 1 000 live births 1901";"Deaths during the first day of life per 1 000 live births 1902";"Deaths during the first day of life per 1 000 live births 1903";"Deaths during the first day of life per 1 000 live births 1904";"Deaths during the first day of life per 1 000 live births 1905";"Deaths during the first day of life per 1 000 live births 1906";"Deaths during the first day of life per 1 000 live births 1907";"Deaths during the first day of life per 1 000 live births 1908";"Deaths during the first day of life per 1 000 live births 1909";"Deaths during the first day of life per 1 000 live births 1910";"Deaths during the first day of life per 1 000 live births 1911";"Deaths during the first day of life per 1 000 live births 1912";"Deaths during the first day of life per 1 000 live births 1913";"Deaths during the first day of life per 1 000 live births 1914";"Deaths during the first day of life per 1 000 live births 1915";"Deaths during the first day of life per 1 000 live births 1916";"Deaths during the first day of life per 1 000 live births 1917";"Deaths during the first day of life per 1 000 live births 1918";"Deaths during the first day of life per 1 000 live births 1919";"Deaths during the first day of life per 1 000 live births 1920";"Deaths during the first day of life per 1 000 live births 1921";"Deaths during the first day of life per 1 000 live births 1922";"Deaths during the first day of life per 1 000 live births 1923";"Deaths during the first day of life per 1 000 live births 1924";"Deaths during the first day of life per 1 000 live births 1925";"Deaths during the first day of life per 1 000 live births 1926";"Deaths during the first day of life per 1 000 live births 1927";"Deaths during the first day of life per 1 000 live births 1928";"Deaths during the first day of life per 1 000 live births 1929";"Deaths during the first day of life per 1 000 live births 1930";"Deaths during the first day of life per 1 000 live births 1931";"Deaths during the first day of life per 1 000 live births 1932";"Deaths during the first day of life per 1 000 live births 1933";"Deaths during the first day of life per 1 000 live births 1934";"Deaths during the first day of life per 1 000 live births 1935";"Deaths during the first day of life per 1 000 live births 1936";"Deaths during the first day of life per 1 000 live births 1937";"Deaths during the first day of life per 1 000 live births 1938";"Deaths during the first day of life per 1 000 live births 1939";"Deaths during the first day of life per 1 000 live births 1940";"Deaths during the first day of life per 1 000 live births 1941";"Deaths during the first day of life per 1 000 live births 1942";"Deaths during the first day of life per 1 000 live births 1943";"Deaths during the first day of life per 1 000 live births 1944";"Deaths during the first day of life per 1 000 live births 1945";"Deaths during the first day of life per 1 000 live births 1946";"Deaths during the first day of life per 1 000 live births 1947";"Deaths during the first day of life per 1 000 live births 1948";"Deaths during the first day of life per 1 000 live births 1949";"Deaths during the first day of life per 1 000 live births 1950";"Deaths during the first day of life per 1 000 live births 1951";"Deaths during the first day of life per 1 000 live births 1952";"Deaths during the first day of life per 1 000 live births 1953";"Deaths during the first day of life per 1 000 live births 1954";"Deaths during the first day of life per 1 000 live births 1955";"Deaths during the first day of life per 1 000 live births 1956";"Deaths during the first day of life per 1 000 live births 1957";"Deaths during the first day of life per 1 000 live births 1958";"Deaths during the first day of life per 1 000 live births 1959";"Deaths during the first day of life per 1 000 live births 1960";"Deaths during the first day of life per 1 000 live births 1961";"Deaths during the first day of life per 1 000 live births 1962";"Deaths during the first day of life per 1 000 live births 1963";"Deaths during the first day of life per 1 000 live births 1964";"Deaths during the first day of life per 1 000 live births 1965";"Deaths during the first day of life per 1 000 live births 1966";"Deaths during the first day of life per 1 000 live births 1967";"Deaths during the first day of life per 1 000 live births 1968";"Deaths during the first day of life per 1 000 live births 1969";"Deaths during the first day of life per 1 000 live births 1970";"Deaths during the first day of life per 1 000 live births 1971";"Deaths during the first day of life per 1 000 live births 1972";"Deaths during the first day of life per 1 000 live births 1973";"Deaths during the first day of life per 1 000 live births 1974";"Deaths during the first day of life per 1 000 live births 1975";"Deaths during the first day of life per 1 000 live births 1976";"Deaths during the first day of life per 1 000 live births 1977";"Deaths during the first day of life per 1 000 live births 1978";"Deaths during the first day of life per 1 000 live births 1979";"Deaths during the first day of life per 1 000 live births 1980";"Deaths during the first day of life per 1 000 live births 1981";"Deaths during the first day of life per 1 000 live births 1982";"Deaths during the first day of life per 1 000 live births 1983";"Deaths during the first day of life per 1 000 live births 1984";"Deaths during the first day of life per 1 000 live births 1985";"Deaths during the first day of life per 1 000 live births 1986";"Deaths during the first day of life per 1 000 live births 1987";"Deaths during the first day of life per 1 000 live births 1988";"Deaths during the first day of life per 1 000 live births 1989";"Deaths during the first day of life per 1 000 live births 1990";"Deaths during the first day of life per 1 000 live births 1991";"Deaths during the first day of life per 1 000 live births 1992";"Deaths during the first day of life per 1 000 live births 1993";"Deaths during the first day of life per 1 000 live births 1994";"Deaths during the first day of life per 1 000 live births 1995";"Deaths during the first day of life per 1 000 live births 1996";"Deaths during the first day of life per 1 000 live births 1997";"Deaths during the first day of life per 1 000 live births 1998";"Deaths during the first day of life per 1 000 live births 1999";"Deaths during the first day of life per 1 000 live births 2000";"Deaths during the first day of life per 1 000 live births 2001";"Deaths during the first day of life per 1 000 live births 2002";"Deaths during the first day of life per 1 000 live births 2003";"Deaths during the first day of life per 1 000 live births 2004";"Deaths during the first day of life per 1 000 live births 2005";"Deaths during the first day of life per 1 000 live births 2006";"Deaths during the first day of life per 1 000 live births 2007";"Deaths during the first day of life per 1 000 live births 2008";"Deaths during the first day of life per 1 000 live births 2009";"Deaths during the first day of life per 1 000 live births 2010";"Deaths during the first day of life per 1 000 live births 2011";"Deaths during the first day of life per 1 000 live births 2012";"Deaths during the first day of life per 1 000 live births 2013";"Deaths during the first day of life per 1 000 live births 2014";"Deaths during the first day of life per 1 000 live births 2015";"Deaths during the first day of life per 1 000 live births 2016";"Deaths during the first day of life per 1 000 live births 2017";"Deaths during the first day of life per 1 000 live births 2018";"Deaths during the first day of life per 1 000 live births 2019";"Deaths during the first day of life per 1 000 live births 2020";"Deaths during the first day of life per 1 000 live births 2021";"Deaths during the first day of life per 1 000 live births 2022";"Deaths during the first day of life per 1 000 live births 2023";"Deaths during the first day of life per 1 000 live births 2024"
"boys and girls";123.77;137.26;139.28;132.60;136.72;135.07;126.91;140.13;168.34;145.77;131.92;113.68;128.26;128.77;146.69;148.95;140.20;125.52;134.18;111.22;120.65;112.75;124.59;115.68;113.18;114.31;111.20;103.10;100.32;107.23;103.08;107.93;109.19;101.21;100.93;94.69;103.31;98.56;90.77;111.66;98.46;102.95;86.35;92.84;84.36;88.30;81.03;76.82;85.43;72.18;75.15;72.02;70.86;69.71;72.88;75.78;69.72;64.52;64.61;69.63;63.29;64.02;62.49;56.23;60.28;55.67;55.96;59.76;58.80;58.54;54.73;56.65;50.74;49.52;47.17;45.89;43.37;45.17;42.49;39.48;39.24;36.95;29.28;28.94;31.08;29.95;26.52;25.38;23.18;23.28;20.98;21.59;20.03;18.74;18.71;17.44;17.33;17.77;15.90;16.63;16.62;15.76;15.43;15.37;14.22;13.35;12.56;12.85;13.07;11.74;11.00;11.09;10.82;9.87;9.56;8.63;8.32;8.05;7.80;7.49;6.91;6.94;6.85;7.04;6.40;6.76;5.93;6.12;5.82;5.77;5.96;6.15;5.35;4.84;4.45;4.15;3.96;3.62;3.55;3.37;3.42;3.65;3.27;3.11;3.11;2.43;2.80;2.49;2.49;2.49;2.54;2.10;2.59;2.69;2.18;2.45;2.49;2.41;2.03;2.07;2.37;1.85;2.19;2.09;1.97;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5.79;6.06;6.41;5.84;6.02;6.05;6.29;6.16;6.36;6.65;6.20;6.25;6.38;6.35;6.44;6.19;5.99;6.03;6.11;6.36;6.31;5.97;6.36;6.33;6.66;6.72;6.07;6.55;6.03;6.22;5.88;5.02;5.01;6.46;6.11;6.18;7.15;6.55;7.56;7.38;6.56;7.31;6.76;7.36;6.79;5.76;6.58;7.25;7.09;6.94;6.61;6.19;6.32;6.39;6.63;6.33;5.93;5.84;6.18;5.50;5.66;5.42;5.00;5.14;4.98;5.21;5.19;4.68;4.81;6.40;5.10;5.29;4.99;4.53;4.51;4.05;4.44;4.62;3.71;3.58;3.60;3.35;3.45;3.05;2.75;2.37;2.33;1.94;1.97;1.78;1.66;1.79;1.43;1.42;1.34;1.43;1.27;1.26;1.32;1.41;1.19;1.03;1.09;1.10;0.99;0.84;0.97;0.78;0.88;0.71;0.92;0.65;0.73;0.75;0.54;0.73;0.61;0.67;0.58;0.52;0.51;0.56;0.74;0.56;0.62;0.60;0.55;0.32;0.47;0.48;0.39;0.48;0.49;0.54
